Id,Label,timeset,bipartite,title,subjects,Degree,Weighted Degree,modularity_class,clustering,triangles,componentnumber,eigencentrality,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
3686,10444,,1,Ballet Shoes,None,134,15.703966,1,0.830883,7404,0,0.377621,0.001203,2,0.579384,0.637014,16.768772,0.030118,0.030118
3714,8592946,,1,One Thousand Gifts: A Dare to Live Fully Right Where You Are,None,167,16.54283,3,0.586177,8125,0,0.304581,0.001541,2,0.602959,0.670757,112.220369,0.023538,0.023538
3813,825377,,1,The Dot,None,183,14.853462,0,0.798295,13294,0,0.501329,0.001143,2,0.615094,0.687117,32.055802,0.040088,0.040088
3817,105552,,1,Mr. Brown Can Moo! Can You?,None,308,46.022399,0,0.65081,30769,0,0.780882,0.002886,2,0.729851,0.814928,199.583659,0.06237,0.06237
3824,64023,,1,Celebration of Discipline: The Path to Spiritual Growth,None,126,15.485174,3,0.605587,4769,0,0.218843,0.001466,2,0.573944,0.628834,69.943856,0.016836,0.016836
3899,490867,,1,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",None,238,28.848172,0,0.731518,20631,0,0.631491,0.001916,2,0.660811,0.743354,95.465817,0.050496,0.050496
3915,356373,,1,"Experiencing God: Knowing and Doing the Will of God, Workbook",None,167,20.853703,3,0.583724,8091,0,0.297949,0.001853,2,0.602959,0.670757,126.071804,0.022987,0.022987
3943,8127,,1,"Anne of Green Gables (Anne of Green Gables, #1)",None,422,70.202496,3,0.479067,42556,0,0.92126,0.00473,2,0.879496,0.931493,1110.799364,0.072857,0.072857
3983,120840,,1,David Gets In Trouble,None,227,38.916667,0,0.766988,19674,0,0.608663,0.00245,2,0.651132,0.732106,55.185635,0.048727,0.048727
3989,232109,,1,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",None,285,29.963302,0,0.663973,26871,0,0.731265,0.002028,2,0.705628,0.791411,161.989972,0.058324,0.058324
3998,208146,,1,Grandfather's Journey,None,215,35.472727,0,0.749402,17240,0,0.582252,0.002284,2,0.640891,0.719836,58.738307,0.046494,0.046494
4008,80672,,1,"Double Fudge (Fudge, #5)",None,145,22.3,0,0.860824,8987,0,0.409267,0.001585,2,0.587035,0.648262,13.09397,0.03275,0.03275
4014,858534,,1,The Complete Tales of Winnie-the-Pooh,None,127,17.6,2,0.848769,6791,0,0.361309,0.001268,2,0.574618,0.629857,10.189491,0.028894,0.028894
4037,921651,,1,Just Go To Bed (A Golden Look-Look Book),None,229,32.465821,0,0.775416,20243,0,0.621837,0.002095,2,0.65287,0.734151,50.863683,0.049793,0.049793
4038,53580,,1,The Going to Bed Book,None,253,38.74627,0,0.712372,22709,0,0.661737,0.002476,2,0.674483,0.758691,105.209522,0.052931,0.052931
4066,867650,,1,The Little Red Hen,None,254,41.921379,2,0.747783,24027,0,0.687982,0.002635,2,0.675414,0.759714,70.792135,0.054986,0.054986
4136,91248,,1,"Ramona the Brave (Ramona, #3)",None,288,36.104863,0,0.682225,28195,0,0.749514,0.002362,2,0.708696,0.794479,140.87306,0.059804,0.059804
4141,313620,,1,"If You Want to Walk on Water, You've Got to Get Out of the Boat",None,126,19.351515,3,0.68381,5385,0,0.212245,0.001732,2,0.573944,0.628834,43.818546,0.016256,0.016256
4146,342240,,1,The Cove  (FBI Thriller #1),None,115,9.200683,1,0.862853,5656,0,0.330915,0.000845,2,0.566628,0.617587,10.943494,0.026354,0.026354
4170,672493,,1,The Pursuit of God: The Human Thirst for the Divine,None,119,12.175898,3,0.643498,4518,0,0.214899,0.001238,2,0.569267,0.621677,49.428662,0.016542,0.016542
4187,347656,,1,Don't Waste Your Life,None,134,13.415134,3,0.575581,5129,0,0.259065,0.001303,2,0.579384,0.637014,81.97966,0.02011,0.02011
4246,760181,,1,Just a Bully,None,194,29.1,0,0.793494,14855,0,0.53463,0.001906,2,0.623724,0.698364,31.450438,0.042805,0.042805
4253,310272,,1,There's a Wocket in My Pocket!,None,241,38.197236,0,0.753458,21790,0,0.653893,0.002424,2,0.663501,0.746421,72.650234,0.052272,0.052272
4258,181601,,1,If You Give a Pig a Party,None,224,32.311056,0,0.784553,19595,0,0.610324,0.002084,2,0.648541,0.729039,53.547645,0.04887,0.04887
4277,7933292,,1,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,None,324,36.19338,3,0.480583,25147,0,0.685466,0.002956,2,0.747706,0.831288,732.658366,0.053947,0.053947
4296,201126,,1,We're Going on a Bear Hunt,None,278,34.751061,0,0.689998,26567,0,0.720502,0.002255,2,0.698571,0.784254,119.330994,0.057593,0.057593
4301,858037,,1,Danny and the Dinosaur,None,240,32.813761,0,0.701604,20122,0,0.631887,0.00214,2,0.662602,0.745399,106.421601,0.050409,0.050409
4320,775597,,1,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",None,341,53.535099,0,0.632896,36689,0,0.857927,0.003299,2,0.767661,0.848671,231.724512,0.068487,0.068487
4346,920143,,1,Little Red Riding Hood,None,250,29.84464,2,0.648964,20199,0,0.629364,0.002022,2,0.671703,0.755624,159.895066,0.050007,0.050007
4380,207153,,1,"Shiloh (Shiloh, #1)",None,270,25.526527,0,0.68798,24984,0,0.70487,0.001773,2,0.690678,0.776074,125.131253,0.056229,0.056229
4396,114308,,1,Swimmy,None,239,40.126107,0,0.750712,21351,0,0.638553,0.00253,2,0.661705,0.744376,68.360203,0.051119,0.051119
4433,14118,,1,Disney's Beauty and the Beast,None,277,37.172955,2,0.64498,24655,0,0.696969,0.002423,2,0.697575,0.783231,185.535282,0.055382,0.055382
4437,106264,,1,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",None,285,26.980795,2,0.674648,27303,0,0.738459,0.001858,2,0.705628,0.791411,175.704556,0.058871,0.058871
4447,285011,,1,"The Negotiator (O'Malley, #1)",None,81,11.4,3,0.65,2106,0,0.172272,0.001117,2,0.545151,0.582822,27.657601,0.013436,0.013436
4461,386421,,1,I Was So Mad (A Golden Look-Look Book),None,263,38.255262,0,0.726874,25043,0,0.696901,0.002428,2,0.683916,0.768916,97.595746,0.055767,0.055767
4475,365006,,1,The Oath,None,230,24.039519,3,0.574103,15119,0,0.517815,0.00189,2,0.653743,0.735174,213.929644,0.040724,0.040724
4496,475339,,1,Madeline,None,370,60.005991,0,0.567831,38763,0,0.888087,0.00376,2,0.804276,0.878323,472.460803,0.070681,0.070681
4501,17461,,1,"Misty of Chincoteague (Misty, #1)",None,218,21.741611,1,0.766837,18138,0,0.592385,0.00156,2,0.643421,0.722904,55.405722,0.047325,0.047325
4509,313631,,1,More Than a Carpenter,None,150,19.233552,3,0.575213,6428,0,0.265615,0.001735,2,0.59058,0.653374,97.623754,0.020478,0.020478
4518,13531024,,1,This Is Not My Hat,None,130,11.360955,0,0.804174,6743,0,0.354775,0.000973,2,0.576651,0.632924,20.946771,0.02836,0.02836
4546,200963,,1,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",None,133,14.998302,0,0.808726,7099,0,0.372743,0.001164,2,0.578698,0.635992,25.319171,0.029713,0.029713
4554,15595,,1,The Midwife's Apprentice,None,154,13.057094,1,0.723029,8518,0,0.409974,0.001074,2,0.593447,0.657464,50.162797,0.0326,0.0326
4575,1999475,,1,A Million Miles in a Thousand Years: What I Learned While Editing My Life,None,87,9.089294,3,0.708901,2652,0,0.166914,0.000969,2,0.548822,0.588957,20.143091,0.012882,0.012882
4583,144974,,1,The Velveteen Rabbit,None,373,51.613881,2,0.565496,39233,0,0.893851,0.003299,2,0.808264,0.881391,474.372838,0.071109,0.071109
4656,23772,,1,Green Eggs and Ham,None,418,109.620533,0,0.512122,44633,0,0.957192,0.006642,2,0.873214,0.927403,783.35626,0.076086,0.076086
4660,138070,,1,Flotsam,None,125,13.528854,0,0.810581,6282,0,0.34579,0.001073,2,0.573271,0.627812,22.45952,0.027624,0.027624
4661,826584,,1,If You Give a Moose a Muffin,None,321,41.381264,0,0.647449,33253,0,0.815004,0.002619,2,0.744292,0.828221,194.941867,0.065063,0.065063
4664,20413,,1,A Child's Garden of Verses,None,194,28.528788,1,0.715827,13401,0,0.510582,0.001936,2,0.623724,0.698364,78.952362,0.040704,0.040704
4672,773951,,1,The Story of Ferdinand,None,351,61.09682,0,0.604591,37137,0,0.862824,0.003778,2,0.779904,0.858896,330.650136,0.068849,0.068849
4677,826585,,1,If You Give a Pig a Pancake,None,319,43.903785,0,0.643146,32621,0,0.807115,0.002775,2,0.742033,0.826176,202.917739,0.064423,0.064423
4680,336161,,1,The Grouchy Ladybug,None,202,26.428234,0,0.777548,15785,0,0.553129,0.001764,2,0.630155,0.706544,39.974818,0.044254,0.044254
4711,1422926,,1,Frosty the Snow Man,None,236,32.83305,2,0.663361,18395,0,0.598572,0.002175,2,0.65903,0.741309,137.156473,0.047557,0.047557
4716,95622,,1,The Last Sin Eater,None,141,17.411916,3,0.632725,6245,0,0.256354,0.001605,2,0.584229,0.644172,74.741118,0.01978,0.01978
4717,29291,,1,Make Way for Ducklings,None,341,50.309226,0,0.604157,35023,0,0.837121,0.003181,2,0.767661,0.848671,311.060138,0.06678,0.06678
4735,906541,,1,Bedtime for Frances,None,235,29.303221,0,0.713075,19606,0,0.621963,0.001953,2,0.658143,0.740286,89.821125,0.049675,0.049675
4738,138069,,1,The Three Pigs,None,192,23.718948,0,0.747818,13712,0,0.507823,0.001646,2,0.622137,0.696319,60.918646,0.04059,0.04059
4740,95619,,1,And the Shofar Blew,None,134,19.784665,3,0.676692,6030,0,0.243637,0.001743,2,0.579384,0.637014,49.172558,0.018766,0.018766
4808,19321,,1,The Tale of Peter Rabbit,None,361,49.203319,2,0.573838,37288,0,0.870946,0.00314,2,0.792545,0.869121,441.797974,0.069301,0.069301
4815,911579,,1,Bread and Jam for Frances,None,284,43.617108,0,0.692654,27835,0,0.742268,0.002748,2,0.704611,0.790389,137.51018,0.059305,0.059305
4822,789344,,1,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",None,199,19.6495,0,0.758794,14949,0,0.533885,0.001438,2,0.627728,0.703476,54.772676,0.042686,0.042686
4852,12611073,,1,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,None,68,7.928904,3,0.758121,1727,0,0.105908,0.000903,3,0.536773,0.569189,10.866643,0.008018,0.008018
4854,5883777,,1,The Holy Bible: English Standard Version,None,107,6.783981,3,0.584553,3315,0,0.225793,0.000789,2,0.561424,0.609407,61.251863,0.017635,0.017635
4899,770051,,1,"Olivia (Olivia, #1)",None,278,35.015533,0,0.709451,27316,0,0.734714,0.002257,2,0.698571,0.784254,104.728619,0.058705,0.058705
4951,7784,,1,The Lorax,None,344,56.89285,0,0.611465,36074,0,0.853519,0.003537,2,0.771293,0.851738,291.871219,0.068076,0.068076
4980,638165,,1,End of the Spear,None,109,16.763636,3,0.735814,4331,0,0.190269,0.001534,2,0.562716,0.611452,31.076019,0.0146,0.0146
5051,124524,,1,Joni: An Unforgettable Story,None,189,20.375625,3,0.58263,10351,0,0.398159,0.001741,2,0.619772,0.693252,148.000925,0.031144,0.031144
5067,155106,,1,"Amelia Bedelia and the Surprise Shower (Amelia Bedelia, #3)",None,184,31.636364,2,0.762711,12841,0,0.498804,0.002069,2,0.615869,0.688139,49.359004,0.039792,0.039792
5087,1918702,,1,Lon Po Po: A Red-Riding Hood Story from China,None,176,25.309091,0,0.776494,11958,0,0.48155,0.001712,2,0.609726,0.679959,37.668284,0.038489,0.038489
5165,525995,,1,Jumanji,None,169,20.006568,0,0.758242,10764,0,0.460016,0.001443,2,0.60445,0.672802,49.156493,0.036678,0.036678
5220,6687,,1,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",None,163,13.323604,0,0.807771,10665,0,0.448224,0.001075,2,0.6,0.666667,31.272215,0.035806,0.035806
5243,53834,,1,The Jesus I Never Knew,None,147,18.815713,3,0.569938,6116,0,0.277084,0.001682,2,0.588448,0.650307,99.571754,0.02148,0.02148
5249,97860,,1,Tuesday,None,191,25.466717,0,0.749132,13593,0,0.512487,0.001751,2,0.621347,0.695297,56.894781,0.040888,0.040888
5290,125404,,1,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",None,334,41.862803,0,0.61477,34188,0,0.829221,0.002741,2,0.759317,0.841513,299.490876,0.066106,0.066106
5301,12065943,,1,Extra Yarn,None,103,11.390909,1,0.817818,4296,0,0.281431,0.000978,2,0.558857,0.605317,10.173779,0.022403,0.022403
5306,37377,,1,On the Night You Were Born,None,186,22.440826,0,0.791921,13625,0,0.509618,0.001552,2,0.617424,0.690184,33.927063,0.040753,0.040753
5320,759611,,1,"Brown Bear, Brown Bear, What Do You See?",None,366,63.540824,0,0.57377,38325,0,0.882291,0.003903,2,0.79902,0.874233,422.622395,0.070275,0.070275
5328,77767,,1,"Little House on the Prairie (Little House, #3)",None,374,50.457689,1,0.53453,37284,0,0.86888,0.003332,2,0.809603,0.882413,649.108211,0.068968,0.068968
5342,113946,,1,How the Grinch Stole Christmas!,None,384,79.732923,0,0.548493,40334,0,0.907193,0.004867,2,0.823232,0.892638,554.012792,0.072198,0.072198
5361,125956,,1,"Black: The Birth of Evil (The Circle, #1)",None,84,10.005252,3,0.633391,2208,0,0.171991,0.001078,2,0.54698,0.58589,28.271494,0.013414,0.013414
5379,8036440,,1,Interrupting Chicken,None,164,25.7,0,0.829867,11092,0,0.446809,0.001742,2,0.600737,0.667689,21.620043,0.035781,0.035781
5391,49158,,1,For Women Only: What You Need to Know about the Inner Lives of Men,None,76,10.317716,3,0.730175,2081,0,0.154086,0.00104,2,0.542129,0.57771,15.296423,0.01191,0.01191
5429,24384,,1,The Cricket in Times Square,None,170,14.510149,1,0.785172,11279,0,0.466586,0.001139,2,0.605198,0.673824,32.882944,0.037228,0.037228
5470,79421,,1,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,None,81,12.9,3,0.75679,2452,0,0.128633,0.001283,2,0.545151,0.582822,13.940899,0.009749,0.009749
5521,835202,,1,A Chair for My Mother,None,234,29.498287,0,0.707971,19300,0,0.611877,0.001967,2,0.657258,0.739264,97.390512,0.048882,0.048882
5522,826582,,1,If You Take a Mouse to School,None,314,45.847587,0,0.649824,31933,0,0.798403,0.002877,2,0.736446,0.821063,199.568501,0.063719,0.063719
5567,426625,,1,Fancy Nancy,None,215,25.612819,0,0.75814,17441,0,0.582086,0.001726,2,0.640891,0.719836,49.476998,0.046537,0.046537
5582,13360,,1,Battlefield of the Mind: Winning the Battle in Your Mind,None,173,17.116758,3,0.652305,9705,0,0.385489,0.001483,2,0.607453,0.676892,83.109892,0.03016,0.03016
5589,5508,,1,Anne Frank Beyond the Diary: A Photographic Remembrance,None,154,12.143298,2,0.69332,8168,0,0.37124,0.00106,2,0.593447,0.657464,54.368216,0.029261,0.029261
5649,590552,,1,Chicken Soup with Rice: A Book of Months,None,242,33.128456,0,0.721717,21046,0,0.645873,0.002153,2,0.664402,0.747444,87.825985,0.051566,0.051566
5711,900070,,1,The Berenstain Bears Go to School,None,245,33.826701,2,0.772633,23094,0,0.663385,0.002159,2,0.667121,0.750511,59.634308,0.053125,0.053125
5713,3116205,,1,The Prodigal God: Recovering the Heart of the Christian Faith,None,91,9.843269,3,0.683028,2797,0,0.137508,0.001069,2,0.551297,0.593047,26.700441,0.010411,0.010411
5714,95617,,1,"A Voice in the Wind (Mark of the Lion, #1)",None,165,17.990357,3,0.616408,8340,0,0.328268,0.001629,2,0.601476,0.668712,97.902036,0.025495,0.025495
5721,293595,,1,Chicka Chicka Boom Boom,None,338,53.957375,0,0.623093,35487,0,0.844636,0.003351,2,0.764062,0.845603,250.471317,0.067395,0.067395
5768,79879,,1,From Head to Toe,None,214,31.77033,0,0.742925,16932,0,0.565481,0.002069,2,0.640052,0.718814,63.054098,0.045216,0.045216
5793,11525,,1,"1,000 Places to See Before You Die",None,113,6.998326,0,0.832965,5271,0,0.31919,0.000727,2,0.565318,0.615542,23.585763,0.02545,0.02545
5794,900065,,1,The Berenstain Bears and the Messy Room,None,295,39.129231,2,0.678473,29422,0,0.767082,0.002499,2,0.715959,0.801636,145.605747,0.061215,0.061215
5799,967494,,1,The Mitten,None,320,43.435434,0,0.662284,33803,0,0.818299,0.00273,2,0.743161,0.827198,172.816494,0.065397,0.065397
5816,125955,,1,"White: The Great Pursuit (The Circle, #3)",None,127,14.7835,3,0.580302,4643,0,0.227031,0.00145,2,0.574618,0.629857,76.186508,0.017522,0.017522
5855,4499669,,1,The Love Dare,None,177,20.871408,3,0.567925,8846,0,0.346438,0.001859,2,0.610487,0.680982,132.541047,0.026907,0.026907
5874,6871646,,1,Pete the Cat: I Love My White Shoes,None,174,23.997756,0,0.825992,12432,0,0.475597,0.001639,2,0.608209,0.677914,25.383116,0.038087,0.038087
5887,14481,,1,"Come Back, Amelia Bedelia (Amelia Bedelia, #4)",None,177,27.136364,2,0.809258,12605,0,0.489605,0.0018,2,0.610487,0.680982,23.105313,0.039188,0.039188
5922,460548,,1,"Go, Dog. Go!",None,311,44.641729,0,0.666051,32107,0,0.794169,0.002796,2,0.733133,0.817996,163.87606,0.0635,0.0635
5933,140131,,1,Walt Disney's Three Little Pigs (A Little Golden Book),None,301,47.027768,2,0.628594,28381,0,0.750856,0.002959,2,0.722304,0.807771,237.401645,0.059701,0.059701
5939,37731,,1,Just as Long as We're Together,None,141,22.6,0,0.866565,8553,0,0.405858,0.001566,2,0.584229,0.644172,11.941703,0.032473,0.032473
5942,7911,,1,"Five Little Peppers and How They Grew (Five Little Peppers, #1)",None,218,21.138803,1,0.648797,15346,0,0.544268,0.001572,2,0.643421,0.722904,132.945203,0.043192,0.043192
5974,766020,,1,The Rainbow Fish,None,355,51.718741,0,0.599029,37640,0,0.873747,0.00323,2,0.784912,0.862986,304.041103,0.069632,0.069632
5997,356321,,1,"The Story of Babar (Babar, #1)",None,309,43.686425,2,0.664544,31623,0,0.794091,0.002766,2,0.730942,0.815951,176.499577,0.063403,0.063403
6023,9822,,1,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",None,301,26.951381,1,0.574463,25937,0,0.721361,0.00194,2,0.722304,0.807771,334.821911,0.057309,0.057309
6031,270067,,1,A Pocket for Corduroy,None,328,45.202714,2,0.639964,34320,0,0.830927,0.002847,2,0.752308,0.835378,236.25665,0.066284,0.066284
6047,7949530,,1,Children Make Terrible Pets,None,139,20.5,0,0.823063,7894,0,0.374115,0.001467,2,0.582837,0.642127,21.840289,0.029924,0.029924
6048,174834,,1,The Cost of Discipleship,None,74,8.51862,3,0.772677,2087,0,0.138651,0.000946,2,0.540929,0.575665,9.882054,0.010635,0.010635
6067,765148,,1,Giraffes Can't Dance,None,173,21.97972,0,0.842116,12529,0,0.480942,0.001527,2,0.607453,0.676892,24.325429,0.038538,0.038538
6075,80750,,1,"The Covenant (Abram's Daughters, #1)",None,137,15.9,3,0.663697,6183,0,0.301599,0.001375,2,0.581451,0.640082,62.959614,0.023605,0.023605
6093,122125,,1,How Do Dinosaurs Say Good Night?,None,220,33.165967,0,0.777709,18735,0,0.597925,0.002138,2,0.645119,0.724949,52.356081,0.04787,0.04787
6110,73186,,1,The Case for Christ,None,240,27.527042,3,0.549686,15765,0,0.504348,0.002351,2,0.662602,0.745399,248.820371,0.039462,0.039462
6150,94804,,1,"Days with Frog and Toad (Frog and Toad, #4)",None,107,13.604779,0,0.783812,4445,0,0.297741,0.001062,2,0.561424,0.609407,19.052649,0.023765,0.023765
6167,348573,,1,"The Borrowers (The Borrowers, #1)",None,291,33.258717,1,0.643346,27146,0,0.7341,0.002235,2,0.71179,0.797546,185.850928,0.058484,0.058484
6183,299384,,1,Disney Sleeping Beauty (A Little Golden Book),None,223,39.100982,2,0.764473,18923,0,0.60768,0.002469,2,0.647682,0.728016,53.544916,0.048549,0.048549
6301,6472246,,1,Chelsea Chelsea Bang Bang,None,201,11.74301,0,0.754378,15163,0,0.54382,0.000967,2,0.629344,0.705521,57.326891,0.043452,0.043452
6302,233818,,1,Island of the Blue Dolphins,None,347,44.604287,1,0.594809,35707,0,0.849918,0.0029,2,0.77496,0.854806,360.461342,0.067679,0.067679
6324,820273,,1,Sheep in a Jeep,None,199,37.8,0,0.802345,15807,0,0.544065,0.002374,2,0.627728,0.703476,31.814234,0.043562,0.043562
6359,22521973,,1,Last Stop on Market Street,None,124,16.6,0,0.78075,5954,0,0.336723,0.001257,2,0.5726,0.626789,19.57159,0.026836,0.026836
6370,821003,,1,"When We Were Very Young (Winnie-the-Pooh, #3)",None,192,22.286504,1,0.754472,13834,0,0.519712,0.001571,2,0.622137,0.696319,55.452591,0.041463,0.041463
6374,133526,,1,Blueberries for Sal,None,326,52.693438,0,0.632581,33511,0,0.815578,0.00329,2,0.75,0.833333,239.464472,0.065128,0.065128
6385,205821,,1,"Caddie Woodlawn (Caddie Woodlawn, #1)",None,210,15.406639,1,0.659923,14482,0,0.523814,0.001257,2,0.636719,0.714724,123.328287,0.041552,0.041552
6399,233722,,1,"Kristy's Great Idea (The Baby-Sitters Club, #1)",None,153,18.097219,0,0.814757,9474,0,0.428455,0.001318,2,0.592727,0.656442,20.626592,0.034209,0.034209
6412,598160,,1,"Polar Bear, Polar Bear, What Do You Hear?",None,255,31.778839,0,0.705296,22841,0,0.670563,0.002083,2,0.676349,0.760736,134.415592,0.053551,0.053551
6438,152380,,1,"Mary Poppins (Mary Poppins, #1)",None,272,25.549337,1,0.62831,23157,0,0.679917,0.001805,2,0.692635,0.778119,195.863112,0.054059,0.054059
6459,505304,,1,The Poky Little Puppy,None,312,45.734744,2,0.658236,31935,0,0.798764,0.002865,2,0.734234,0.819018,173.982273,0.063755,0.063755
6477,147732,,1,"Miss Nelson Is Missing! (Miss Nelson, #1)",None,348,52.497962,0,0.615274,37149,0,0.864325,0.003274,2,0.77619,0.855828,269.050646,0.068971,0.068971
6482,237665,,1,Kitten's First Full Moon,None,164,18.454442,0,0.749289,10015,0,0.437092,0.001356,2,0.600737,0.667689,38.273733,0.034921,0.034921
6498,7797,,1,Ten Apples Up On Top!,None,218,29.333583,0,0.772122,18263,0,0.593992,0.00192,2,0.643421,0.722904,47.894118,0.047542,0.047542
6562,498641,,1,The Practice of the Presence of God,None,81,11.243393,3,0.767284,2486,0,0.133681,0.001158,2,0.545151,0.582822,13.832124,0.010158,0.010158
6566,615244,,1,Clifford The Small Red Puppy,None,206,40.3,2,0.816576,17242,0,0.570936,0.002502,2,0.63342,0.710634,31.321958,0.045726,0.045726
6592,205330,,1,There Was an Old Lady Who Swallowed a Fly,None,343,59.738361,0,0.632244,37083,0,0.862679,0.003644,2,0.770079,0.850716,233.138628,0.06886,0.06886
6594,31314,,1,Barnyard Dance,None,181,22.523607,0,0.780049,12707,0,0.49582,0.001551,2,0.613551,0.685072,38.009169,0.039659,0.039659
6623,381704,,1,Bergdorf Blondes,None,130,11.245921,0,0.902206,7565,0,0.381121,0.000931,2,0.576651,0.632924,7.08921,0.030503,0.030503
6681,153542,,1,Mike Mulligan and His Steam Shovel,None,310,46.135637,0,0.641779,30738,0,0.782082,0.002895,2,0.732036,0.816973,237.23792,0.062424,0.062424
6719,894072,,1,The Little Red Caboose,None,202,31.8,2,0.671297,13628,0,0.507335,0.002155,2,0.630155,0.706544,99.786701,0.040209,0.040209
6722,65684,,1,Monster,None,173,20.411489,3,0.567348,8441,0,0.380593,0.001712,2,0.607453,0.676892,143.190594,0.029905,0.029905
6748,594361,,1,Disney The Lion King (A Little Golden Book),None,230,35.00634,2,0.763471,20106,0,0.62711,0.002242,2,0.653743,0.735174,57.6589,0.050114,0.050114
6795,160988,,1,The Best Nest,None,174,34.3,0,0.831041,12508,0,0.492268,0.002194,2,0.608209,0.677914,27.151103,0.039388,0.039388
6811,508413,,1,"The Shunning (The Heritage of Lancaster County, #1)",None,138,16.470729,3,0.649106,6136,0,0.252126,0.001488,2,0.582143,0.641104,62.247151,0.019447,0.019447
6812,3685,,1,Black Beauty,None,303,38.684581,1,0.639958,29280,0,0.766697,0.002541,2,0.724444,0.809816,228.482036,0.061086,0.061086
6851,34898,,1,"My Father's Dragon (My Father's Dragon, #1)",None,136,11.705059,1,0.814924,7481,0,0.378238,0.000983,2,0.58076,0.639059,18.764497,0.030155,0.030155
6870,6534132,,1,The Lion and the Mouse,None,171,21.670688,0,0.765738,11130,0,0.465665,0.001533,2,0.605948,0.674847,39.666727,0.037191,0.037191
6926,10065,,1,Wayside School Is Falling Down (Wayside School #2),None,191,19.611226,0,0.803692,14583,0,0.52685,0.001433,2,0.621347,0.695297,39.333325,0.04212,0.04212
6932,5698821,,1,Llama Llama Misses Mama,None,172,24.618182,0,0.813681,11966,0,0.464762,0.001668,2,0.6067,0.675869,22.543129,0.037254,0.037254
6939,833549,,1,"Frog and Toad All Year (Frog and Toad, #3)",None,278,36.729083,2,0.676908,26063,0,0.722556,0.00237,2,0.698571,0.784254,147.807848,0.05756,0.05756
6952,89376,,1,Heaven,None,152,20.718182,3,0.602039,6909,0,0.307186,0.001746,2,0.59201,0.655419,88.635549,0.023935,0.023935
7012,457762,,1,Sylvester and the Magic Pebble,None,230,31.150789,0,0.699601,18424,0,0.595212,0.00207,2,0.653743,0.735174,95.839013,0.047535,0.047535
7077,4600,,1,"Moo, Baa, La La La!",None,257,38.549471,0,0.722702,23774,0,0.680073,0.002444,2,0.678225,0.762781,91.931896,0.054365,0.054365
7103,322351,,1,How to Eat Fried Worms,None,232,24.72925,0,0.747313,20025,0,0.630546,0.001709,2,0.655496,0.737219,64.794574,0.050321,0.050321
7164,29797,,1,The Pilgrim's Progress,None,280,32.509702,3,0.51385,20071,0,0.589223,0.002694,2,0.700573,0.786299,423.706187,0.046227,0.046227
7169,839263,,1,David Goes to School,None,233,33.880458,0,0.764429,20661,0,0.625443,0.002182,2,0.656376,0.738241,62.434197,0.050075,0.050075
7212,48758,,1,Boy Meets Girl: Say Hello to Courtship,None,78,11.009091,3,0.731935,2198,0,0.123613,0.001144,3,0.54273,0.579414,13.700207,0.009389,0.009389
7249,7769,,1,Dr. Seuss's ABC,None,211,30.933271,0,0.743309,16468,0,0.567974,0.002024,2,0.637549,0.715746,79.921546,0.045381,0.045381
7293,32979,,1,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",None,171,12.096906,1,0.751084,10917,0,0.458727,0.001022,2,0.605948,0.674847,52.060921,0.036508,0.036508
7324,774001,,1,"Amelia Bedelia  (Amelia Bedelia, #1)",None,336,45.524445,0,0.62317,35072,0,0.840972,0.002886,2,0.761682,0.843558,235.99723,0.067078,0.067078
7425,857445,,1,Officer Buckle and Gloria,None,250,30.069638,0,0.730506,22737,0,0.668951,0.001979,2,0.671703,0.755624,76.674821,0.053444,0.053444
7475,6515834,,1,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,None,151,12.957611,3,0.528918,5990,0,0.29094,0.001255,2,0.591294,0.654397,152.24925,0.022649,0.022649
7537,78039,,1,"Ramona the Pest (Ramona, #2)",None,215,22.426186,0,0.749359,17239,0,0.582622,0.00159,2,0.640891,0.719836,69.910831,0.046487,0.046487
7556,289644,,1,"Even Now (Lost Love, #1)",None,118,11.012831,3,0.577865,3989,0,0.238531,0.001122,2,0.568605,0.620654,73.368202,0.018589,0.018589
7564,533675,,1,Pinocchio,None,201,35.218182,2,0.667662,13420,0,0.498006,0.002358,2,0.629344,0.705521,94.014419,0.039415,0.039415
7582,2617684,,1,Walt Disney's Winnie the Pooh and Tigger Too,None,291,43.397659,2,0.651617,27495,0,0.738354,0.002753,2,0.71179,0.797546,209.043147,0.058762,0.058762
7604,760168,,1,Just Me in the Tub (A Golden Look-Look Book),None,259,43.82688,2,0.751908,25122,0,0.698855,0.00271,2,0.680111,0.764826,71.407638,0.055913,0.055913
