Id,Label,timeset,bipartite,title,subjects,modularity_class,Degree,componentnumber,Weighted Degree,eigencentrality,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1477,38990,,1,Fun Home: A Family Tragicomic,None,0,230,0,3.85153,0.221908,0.696146,18333,2,0.536531,0.568088,52.161752
1480,4135,,1,I Like You: Hospitality Under the Influence,None,2,162,0,2.920476,0.159643,0.749712,9777,2,0.525187,0.547957,21.058096
1481,9566,,1,Still Life with Woodpecker,None,0,359,0,6.474577,0.337255,0.638583,41036,2,0.559457,0.606276,165.158864
1486,11768,,1,The Hotel New Hampshire,None,0,510,0,9.84444,0.453726,0.581086,75422,2,0.588912,0.650977,395.534367
1488,31920777,,1,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,None,4,97,0,2.026563,0.080387,0.713703,3323,2,0.514782,0.528715,16.397964
1498,5479,,1,Brave New World / Brave New World Revisited,None,5,680,0,9.59393,0.566382,0.502261,115952,2,0.626019,0.701303,934.70049
1499,333907,,1,Fatal Vision,None,2,179,0,3.524255,0.17423,0.740569,11798,2,0.527977,0.55299,28.194132
1504,534255,,1,Autobiography of a Face,None,2,273,0,6.104605,0.255438,0.675447,25078,2,0.543961,0.580817,78.784317
1508,285092,,1,High Fidelity,None,0,696,0,11.106286,0.572592,0.490503,118633,2,0.629754,0.706039,1018.255339
1512,1005,,1,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,None,4,299,0,5.596186,0.229528,0.511908,22806,2,0.548555,0.588514,293.257302
1514,61115,,1,Possible Side Effects,None,2,217,0,4.880754,0.208833,0.696919,16333,2,0.534325,0.564239,55.720076
1516,410810,,1,Notes of a Native Son,None,2,207,0,4.58142,0.193136,0.670231,14290,2,0.53264,0.561279,48.831987
1520,4989,,1,The Red Tent,None,5,925,0,11.439596,0.714775,0.425164,181694,2,0.688545,0.773831,2096.544431
1522,12985,,1,The Tempest,None,3,639,0,12.527662,0.55395,0.556321,113401,2,0.616648,0.689165,592.682058
1524,69242,,1,Made to Stick: Why Some Ideas Survive and Others Die,None,4,293,0,5.086095,0.246415,0.566109,24217,2,0.547488,0.586738,231.65363
1530,16130,,1,Alexander Hamilton,None,2,470,0,6.784474,0.389865,0.515084,56770,2,0.580812,0.639136,497.831859
1531,4820,,1,"Mayflower: A Story of Courage, Community, and War",None,2,299,0,6.330088,0.283637,0.680232,30305,2,0.548555,0.588514,97.200454
1533,929782,,1,Martin Eden,None,3,314,0,7.151701,0.297542,0.705053,34647,2,0.55124,0.592954,95.317472
1555,32071,,1,Sons and Lovers,None,3,332,0,7.37432,0.31231,0.68267,37510,2,0.554498,0.598283,113.185162
1558,295961,,1,"The Eagle Has Landed (Liam Devlin, #1)",None,2,341,0,6.553871,0.29591,0.579938,33619,2,0.556141,0.600947,249.7724
1564,93251,,1,The October Country,None,3,205,0,4.110577,0.204075,0.722286,15103,2,0.532304,0.560687,40.175777
1567,26,,1,The Lost Continent: Travels in Small Town America,None,2,278,0,5.366545,0.247814,0.592188,22801,2,0.544839,0.582297,130.041424
1571,31818,,1,The Philosophy of Andy Warhol,None,1,252,0,5.708437,0.201625,0.530576,16780,2,0.540307,0.5746,183.051803
1572,5289,,1,Complete Works of Oscar Wilde,None,3,224,0,4.752223,0.203683,0.651425,16270,2,0.53551,0.566311,65.87474
1573,41684,,1,The Jungle Books,None,3,501,0,11.419776,0.445448,0.601956,75395,2,0.58707,0.648313,337.579677
1574,2666,,1,The Bonfire of the Vanities,None,0,512,0,11.605835,0.455836,0.587604,76868,2,0.589323,0.651569,387.44837
1579,22237161,,1,The Sellout,None,0,283,0,4.769978,0.255093,0.60607,24184,2,0.545719,0.583777,129.667928
1589,77270,,1,The Jungle Book,None,3,499,0,11.486914,0.427844,0.555835,69063,2,0.586662,0.647721,451.950142
1592,402128,,1,Old Possum's Book of Practical Cats,None,3,170,0,3.08964,0.172558,0.762896,10959,3,0.526168,0.550128,21.943835
1593,1546936,,1,Puslu K&#305;talar Atlas&#305;,None,0,114,0,2.347541,0.105527,0.706878,4553,2,0.517463,0.533748,17.198313
1594,428,,1,Play It As It Lays,None,2,267,0,5.245213,0.25064,0.676044,24007,2,0.542912,0.579041,103.451789
1597,163716,,1,The Complete Fairy Tales,None,3,210,0,4.696334,0.198215,0.711779,15620,2,0.533144,0.562167,45.718947
1598,6138,,1,The Moonstone,None,3,320,0,6.535055,0.296554,0.669945,34194,2,0.552322,0.594731,119.274069
1601,12254379,,1,"1Q84 #1-2 (1Q84, #1-2)",None,0,126,0,2.600246,0.127463,0.773206,6089,2,0.519373,0.5373,13.424521
1602,5826,,1,Bel Canto,None,5,612,0,9.7745,0.525237,0.539515,100871,2,0.610629,0.681172,613.783858
1607,17716,,1,Waiting for Godot,None,3,696,0,11.95571,0.573629,0.49415,119515,2,0.629754,0.706039,971.807998
1608,16304,,1,"Murder on the Orient Express (Hercule Poirot, #10)",None,3,656,0,9.977038,0.54976,0.510343,109642,2,0.6205,0.694198,956.656183
1612,4835,,1,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",None,0,165,0,2.75756,0.165632,0.741685,10035,2,0.525677,0.548845,23.899116
1617,52251,,1,"Claudius the God and His Wife Messalina (Claudius, #2)",None,0,218,0,4.942992,0.211049,0.710185,16798,2,0.534494,0.564535,46.316913
1619,24128,,1,The Merchant of Venice,None,3,592,0,10.252171,0.508765,0.539843,94438,2,0.606246,0.675252,591.342419
1620,13839,,1,The Botany of Desire: A Plant's-Eye View of the World,None,2,329,0,6.618886,0.295972,0.617874,33338,2,0.553952,0.597395,155.721937
1622,7354,,1,The Shipping News,None,2,639,0,11.578234,0.527626,0.50169,102265,2,0.616648,0.689165,808.473829
1623,24019,,1,The New Best Recipe,None,2,127,0,2.429951,0.119075,0.714536,5717,2,0.519532,0.537596,18.003444
1631,7526,,1,The Blind Side: Evolution of a Game,None,2,176,0,2.714994,0.180501,0.765974,11796,2,0.527483,0.552102,25.13434
1633,38296,,1,The Last of the Mohicans (The Leatherstocking Tales #2),None,3,649,0,14.420195,0.547876,0.530683,111590,2,0.618908,0.692126,744.808068
1637,81779,,1,The Symposium,None,4,197,0,4.508585,0.176993,0.666788,12873,2,0.530965,0.558319,51.554757
1641,68591,,1,Brida,None,3,162,0,2.778155,0.165019,0.773944,10093,2,0.525187,0.547957,19.97395
1648,51496,,1,The Strange Case of Dr. Jekyll and Mr. Hyde,None,3,825,0,10.281146,0.65295,0.448823,152555,2,0.661575,0.744227,1598.152282
1659,40923,,1,Theodore Rex,None,2,346,0,5.980426,0.305815,0.590266,35230,2,0.557058,0.602427,208.075014
1665,76334,,1,A New Earth: Awakening to Your Life's Purpose,None,4,484,0,6.274354,0.392049,0.498486,58266,2,0.583621,0.64328,669.747472
1666,18050143,,1,"Zero to One: Notes on Startups, or How to Build the Future",None,4,355,0,5.623698,0.265355,0.478157,30045,2,0.558717,0.605092,482.019002
1667,2095,,1,The Universe in a Nutshell,None,4,210,0,5.217428,0.180191,0.639462,14033,2,0.533144,0.562167,77.455824
1669,14469,,1,Selected Stories,None,3,273,0,7.559373,0.259355,0.71275,26463,2,0.543961,0.580817,68.787174
1677,286957,,1,The Yellow Wall-Paper,None,3,413,0,7.581408,0.37048,0.606878,51632,2,0.569646,0.622262,232.836825
1680,5246,,1,Ethan Frome,None,3,446,0,7.263722,0.42231,0.645377,64044,2,0.576057,0.632031,243.040324
1683,857502,,1,Concerning the Spiritual in Art,None,1,190,0,3.667756,0.144914,0.502089,9015,3,0.529633,0.556148,125.355634
1684,206172,,1,The Pit and the Pendulum,None,3,484,0,8.702912,0.434181,0.594511,69490,2,0.583621,0.64328,339.224308
1685,46164,,1,Tender Is the Night,None,3,701,0,12.315512,0.582725,0.502099,123190,2,0.63093,0.707519,907.490667
1686,350,,1,Stranger in a Strange Land,None,5,760,0,9.660828,0.59921,0.447143,128965,2,0.645149,0.724985,1443.270746
1687,17780,,1,In the Heart of the Sea: The Tragedy of the Whaleship Essex,None,2,401,0,6.351006,0.343479,0.550848,44178,2,0.56735,0.618709,328.827075
1690,43049,,1,The Sea Wolf,None,3,305,0,5.937083,0.289573,0.679357,31495,2,0.549626,0.59029,100.329279
1694,385228,,1,On Liberty,None,4,302,0,6.009663,0.274614,0.623331,28331,2,0.54909,0.589402,144.778925
1700,210834,,1,Kim,None,3,332,0,7.554197,0.313996,0.678193,37264,2,0.554498,0.598283,117.648937
1710,11084145,,1,Steve Jobs,None,4,894,0,5.251129,0.621169,0.354352,141447,2,0.679952,0.764654,3694.208874
1717,603422,,1,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",None,2,426,0,8.047726,0.393023,0.625639,56636,2,0.572154,0.62611,236.087749
1720,27037,,1,Confessions,None,3,214,0,4.053557,0.206611,0.718266,16370,2,0.533818,0.563351,41.934074
1726,17162,,1,"The Chocolate War (Chocolate War, #1)",None,3,189,0,2.650913,0.202792,0.807103,14339,2,0.529633,0.55595,18.220579
1731,51606,,1,Johnny Got His Gun,None,2,267,0,4.684211,0.261634,0.691701,24563,2,0.542912,0.579041,76.458669
1737,120253,,1,Good Faeries Bad Faeries,None,1,202,0,3.627498,0.180165,0.607852,12340,2,0.531801,0.559799,148.113835
1742,9804,,1,The Baron in the Trees,None,0,156,0,3.836914,0.138581,0.655831,7929,2,0.524209,0.546181,35.157555
1746,33609,,1,Katherine,None,2,218,0,3.401096,0.220312,0.72921,17248,2,0.534494,0.564535,43.850501
1748,17650,,1,The Robber Bride,None,0,388,0,7.081997,0.374924,0.687219,51595,2,0.564883,0.614861,132.393433
1750,13872,,1,Geek Love,None,0,356,0,6.695813,0.323574,0.61361,38774,2,0.558901,0.605388,179.81608
1751,254308,,1,Oblomov,None,3,290,0,6.878329,0.277117,0.72125,30224,2,0.546956,0.58585,74.937246
1757,5659,,1,The Wind in the Willows,None,3,652,0,10.682002,0.553991,0.524884,111394,2,0.619589,0.693014,788.617304
1762,18135,,1,Romeo and Juliet,None,5,1358,0,12.972828,0.910144,0.306559,282464,2,0.836139,0.902013,7485.036154
1767,10746542,,1,The Sense of an Ending,None,0,466,0,5.954736,0.414703,0.573501,62136,2,0.580014,0.637951,363.207272
1769,5752,,1,The Blank Slate: The Modern Denial of Human Nature,None,4,326,0,8.123144,0.2773,0.57848,30645,2,0.553408,0.596507,193.323239
1773,7505716,,1,Alice's Adventures in Wonderland &#38; Other Stories,None,3,167,0,2.446807,0.17557,0.773249,10718,2,0.526004,0.549438,21.202175
1775,25460,,1,"Animal, Vegetable, Miracle: A Year of Food Life",None,2,487,0,8.190792,0.437005,0.595119,70427,2,0.584227,0.644168,323.681922
1783,1134122,,1,The Power of Positive Thinking,None,4,341,0,6.074534,0.272766,0.535329,31033,2,0.556141,0.600947,325.846366
1785,6708,,1,The Power of Now: A Guide to Spiritual Enlightenment,None,4,450,0,5.467525,0.360908,0.486751,49174,2,0.576844,0.633215,589.525649
1787,51019,,1,Cat's Eye,None,0,322,0,5.341683,0.309329,0.670362,34645,2,0.552683,0.595323,123.497011
1789,26114,,1,The Joke,None,0,186,0,3.805347,0.179745,0.717698,12348,2,0.529135,0.555062,35.491198
1799,5693,,1,Selected Stories of Anton Chekhov,None,3,279,0,5.933814,0.27529,0.74601,28931,2,0.545015,0.582593,59.173204
1801,13588394,,1,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,None,4,338,0,7.111378,0.277352,0.523677,29825,2,0.555592,0.600059,306.823996
1802,152,,1,Anna Karenina,None,3,607,0,10.657256,0.527445,0.551057,101351,2,0.609527,0.679692,597.02253
1803,12505,,1,The Idiot,None,3,681,0,12.309946,0.565735,0.505429,117027,2,0.626251,0.701599,917.467579
1804,1885,,1,Pride and Prejudice,None,5,1472,0,11.953672,0.951489,0.282095,305412,2,0.886149,0.935761,9231.42467
1811,46170,,1,For Whom the Bell Tolls,None,5,982,0,16.795055,0.745397,0.407334,196201,2,0.704925,0.790705,2447.266008
1812,34080,,1,The Waste Land,None,3,266,0,5.469053,0.24993,0.658108,23195,2,0.542738,0.578745,82.325892
1817,22693211,,1,Girl in a Band,None,1,136,0,2.636472,0.120073,0.58573,5377,2,0.520975,0.540261,56.795987
1820,4980,,1,Breakfast of Champions,None,0,842,0,14.241151,0.657924,0.440153,155841,2,0.666009,0.74926,1720.555312
1822,88077,,1,The Magic Mountain,None,0,256,0,6.136673,0.232429,0.652267,21290,2,0.540999,0.575784,84.041962
1823,35167685,,1,"&#34;Surely You're Joking, Mr. Feynman!&#34;: Adventures of a Curious Character",None,4,209,0,3.04813,0.20154,0.676895,14713,2,0.532976,0.561871,58.038817
1828,54620,,1,Mary Barton,None,3,218,0,5.613153,0.20358,0.688031,16274,2,0.534494,0.564535,51.682296
1837,16697,,1,The Mysteries of Pittsburgh,None,0,209,0,4.196697,0.209299,0.738084,16043,2,0.532976,0.561871,38.601726
1848,25179,,1,Blankets,None,0,328,0,4.415355,0.307347,0.627377,33645,2,0.55377,0.597099,158.280503
1852,76171,,1,We,None,2,329,0,6.092901,0.308352,0.648769,35005,2,0.553952,0.597395,136.292778
1855,11337,,1,The Bluest Eye,None,5,709,0,12.220192,0.599472,0.518483,130132,2,0.632821,0.709888,850.760531
1863,17157,,1,Marie Antoinette: The Journey,None,2,272,0,4.717459,0.25527,0.6514,24008,2,0.543786,0.580521,93.186998
1865,12605157,,1,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",None,4,130,0,3.085016,0.086325,0.558855,4686,2,0.520012,0.538484,69.263811
1867,72536,,1,The Sociopath Next Door,None,2,146,0,1.997524,0.158041,0.819178,8671,2,0.522587,0.543221,11.700222
1871,15019,,1,"Conversations With God: An Uncommon Dialogue, Book 2",None,4,183,0,4.819945,0.158145,0.659461,10982,2,0.528638,0.554174,61.147704
1874,16322,,1,"The A.B.C. Murders (Hercule Poirot, #13)",None,3,330,0,5.95494,0.309672,0.639919,34738,2,0.554134,0.597691,169.299862
1877,586472,,1,The Right Stuff,None,2,243,0,4.531743,0.223833,0.63667,18720,2,0.538756,0.571936,82.193883
1878,34057,,1,Captains Courageous,None,3,268,0,6.678967,0.26331,0.752529,26924,2,0.543087,0.579337,57.274119
1888,25744928,,1,Deep Work: Rules for Focused Success in a Distracted World,None,4,204,0,3.258864,0.167084,0.563846,11675,2,0.532136,0.560391,111.833529
1893,10210,,1,Jane Eyre,None,5,1338,0,14.18308,0.905844,0.31337,280295,2,0.827941,0.896092,6619.890894
1896,139004,,1,Essays and Poems,None,3,272,0,7.58973,0.250934,0.679645,25049,2,0.543786,0.580521,85.92053
1897,682804,,1,"The Killer Angels (The Civil War Trilogy, #2)",None,2,493,0,8.160567,0.43425,0.568974,69004,2,0.585442,0.645944,401.457503
1902,42389,,1,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",None,2,429,0,6.971469,0.383648,0.594689,54596,2,0.572737,0.626998,282.432266
1912,4143,,1,Barrel Fever,None,2,387,0,7.97144,0.36982,0.67316,50279,2,0.564694,0.614565,156.339158
1914,18288,,1,Critique of Pure Reason,None,4,187,0,4.843531,0.166056,0.639929,11129,2,0.529301,0.555358,60.968341
1924,19117,,1,Fathers and Sons,None,3,462,0,10.218784,0.413339,0.603506,64268,2,0.579218,0.636767,306.996305
1931,8296140,,1,Clara and Mr. Tiffany,None,1,60,0,2.212504,0.036002,0.616949,1092,2,0.509042,0.517762,19.121859
1936,2203,,1,John Adams,None,2,878,0,9.308199,0.649818,0.396472,152643,2,0.6756,0.759917,2734.514581
1939,4866,,1,How to Stop Worrying and Start Living,None,4,260,0,3.973962,0.227688,0.594624,20021,2,0.541693,0.576969,148.317949
1948,36236124,,1,Fight Club,None,0,121,0,1.411048,0.127138,0.759229,5512,2,0.518575,0.53582,11.719191
1954,8427894,,1,Theodore Roosevelt Trilogy,None,2,111,0,1.882621,0.109193,0.761835,4651,2,0.516988,0.53286,13.533343
1958,347610,,1,King Leopold's Ghost,None,2,259,0,4.437437,0.24132,0.63518,21222,2,0.54152,0.576673,105.554028
1961,15790837,,1,Let's Explore Diabetes with Owls,None,2,526,0,8.30327,0.450878,0.536549,74084,2,0.592216,0.655713,519.250972
1968,7604,,1,Lolita,None,5,1156,0,15.67986,0.822778,0.353999,236326,2,0.760126,0.842214,4302.07995
1974,531989,,1,Drown,None,0,267,0,4.848633,0.25673,0.67855,24096,2,0.542912,0.579041,77.293437
1977,2517,,1,My Name Is Red,None,0,169,0,3.126621,0.162639,0.677726,9621,2,0.526332,0.55003,53.042606
1979,1848,,1,Wild Swans: Three Daughters of China,None,5,436,0,6.208248,0.395283,0.598524,56758,2,0.574099,0.62907,288.267506
1986,83674,,1,The Bridges of Madison County,None,2,368,0,5.714231,0.357783,0.692809,46784,2,0.56113,0.60894,137.776065
1988,6828896,,1,"Delivering Happiness: A Path to Profits, Passion, and Purpose",None,4,234,0,4.501852,0.166138,0.512967,13984,2,0.537214,0.569272,202.832623
1991,6969,,1,Emma,None,5,1044,0,14.191741,0.773647,0.38636,210352,2,0.72365,0.809059,3104.996975
1994,23878,,1,Chronicle of a Death Foretold,None,0,564,0,9.346266,0.478479,0.524495,83272,2,0.600213,0.666963,607.407513
1997,424,,1,Slouching Towards Bethlehem,None,2,257,0,5.581712,0.239004,0.663059,21812,2,0.541173,0.576081,71.425705
1998,46815,,1,Wasted: A Memoir of Anorexia and Bulimia,None,2,276,0,4.980415,0.256339,0.642134,24369,2,0.544487,0.581705,101.369873
2004,52397,,1,"Parable of the Sower (Earthseed, #1)",None,0,293,0,5.078991,0.269037,0.624527,26716,2,0.547488,0.586738,114.411575
2005,27276428,,1,The Gene: An Intimate History,None,4,228,0,4.186603,0.209171,0.645181,16696,2,0.53619,0.567496,81.654739
2006,6462,,1,His Excellency: George Washington,None,2,337,0,6.30655,0.29852,0.59492,33682,2,0.555409,0.599763,202.84467
2010,16902,,1,Walden,None,4,652,0,10.133839,0.545973,0.508335,107882,2,0.619589,0.693014,852.332768
2023,16328,,1,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",None,3,493,0,8.178098,0.426492,0.554363,67232,2,0.585442,0.645944,506.55047
2025,22034,,1,The Godfather,None,5,941,0,10.718788,0.705739,0.399521,176696,2,0.693065,0.778567,2565.799833
2032,298275,,1,Nausea,None,0,366,0,7.818573,0.322285,0.590972,39474,2,0.560757,0.608348,221.299174
2034,8520362,,1,The Grand Design,None,4,228,0,4.123477,0.191289,0.596607,15439,2,0.53619,0.567496,118.745076
2037,24800,,1,House of Leaves,None,0,446,0,6.789466,0.386365,0.555197,55095,2,0.576057,0.632031,405.918674
2040,10836810,,1,The Last Nude,None,1,78,0,2.182669,0.058503,0.611056,1835,2,0.511818,0.523091,25.699017
2043,19501,,1,"Eat, Pray, Love",None,5,1066,0,8.467345,0.761842,0.360519,204647,2,0.730536,0.815571,3945.748324
2046,38463,,1,If Beale Street Could Talk,None,2,308,0,7.110443,0.279189,0.62712,29649,2,0.550163,0.591178,145.750033
2053,426825,,1,QB VII,None,2,225,0,6.528477,0.20551,0.65881,16602,2,0.53568,0.566607,75.281381
2055,50798,,1,Jude the Obscure,None,3,501,0,9.269529,0.439314,0.570962,71513,2,0.58707,0.648313,391.785626
2063,33514,,1,The Elements of Style,None,2,465,0,7.823552,0.404481,0.553773,59741,2,0.579815,0.637655,370.097243
2072,815309,,1,On Chesil Beach,None,0,317,0,5.661161,0.294001,0.636924,31901,2,0.55178,0.593843,131.237754
2076,365990,,1,"The Crossing (The Border Trilogy, #2)",None,0,162,0,4.137814,0.156002,0.714516,9318,3,0.525023,0.547859,28.393624
2079,9598,,1,Deadeye Dick,None,0,171,0,4.212497,0.165901,0.736911,10711,2,0.52666,0.550622,31.913634
2082,17250,,1,The Crucible,None,5,805,0,12.96744,0.65608,0.47993,155310,2,0.656432,0.738307,1234.19854
2083,4929,,1,Kafka on the Shore,None,0,771,0,10.281069,0.60521,0.446245,132461,2,0.647871,0.728242,1510.604715
2095,33600,,1,Shantaram,None,5,607,0,7.259438,0.488139,0.470767,86584,2,0.609527,0.679692,1027.348948
2096,9570,,1,Another Roadside Attraction,None,0,258,0,6.01789,0.252319,0.702862,23302,2,0.541346,0.576377,71.012776
2098,7841446,,1,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",None,4,81,0,1.447839,0.072973,0.708951,2297,2,0.512284,0.523979,12.267634
2100,194366,,1,The Return of Sherlock Holmes,None,3,221,0,4.68704,0.203864,0.66376,16136,2,0.535002,0.565423,63.362889
2101,890,,1,Of Mice and Men,None,5,1439,0,15.1823,0.94554,0.292599,302735,2,0.871068,0.925992,8198.470036
2111,6952,,1,Like Water for Chocolate,None,5,791,0,12.101677,0.638356,0.469417,146667,2,0.65288,0.734162,1343.318766
2113,93101,,1,The Arabian Nights,None,3,412,0,10.035592,0.374527,0.623958,52828,2,0.569454,0.621966,246.410816
2115,173673,,1,A Course in Miracles,None,4,202,0,4.665214,0.19245,0.703512,14282,2,0.531801,0.559799,52.668964
2121,35519,,1,The Power of Myth,None,4,509,0,9.241323,0.432728,0.533128,68926,2,0.588707,0.650681,494.773583
2124,13103,,1,"The Celestine Prophecy (Celestine Prophecy, #1)",None,4,364,0,5.504118,0.324789,0.584945,38645,2,0.560385,0.607756,253.720905
2125,151370,,1,"Many Waters (Time Quintet, #4)",None,4,171,0,2.726743,0.170205,0.715101,10394,2,0.52666,0.550622,31.697197
2128,5472,,1,Animal Farm / 1984,None,3,763,0,10.619663,0.614247,0.468912,136314,2,0.645889,0.725873,1302.097423
2142,39542,,1,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,None,2,187,0,2.992227,0.186434,0.734345,12771,2,0.529301,0.555358,39.561944
2147,816720,,1,The Witch of Portobello,None,3,182,0,3.322549,0.177924,0.710522,11703,2,0.528473,0.553878,37.114575
2149,537375,,1,The Endurance: Shackleton's Legendary Antarctic Expedition,None,2,156,0,3.802671,0.137636,0.644913,7797,3,0.524046,0.546082,44.985589
2151,7588,,1,A Portrait of the Artist as a Young Man,None,0,652,0,13.033846,0.539421,0.504373,107041,2,0.619589,0.693014,829.895245
2154,21031,,1,When Nietzsche Wept,None,0,158,0,2.643606,0.159042,0.737886,9152,2,0.524534,0.546773,26.139306
2155,204779,,1,The Masque of the Red Death,None,3,243,0,4.794939,0.246679,0.755331,22209,2,0.538756,0.571936,40.524286
2161,355697,,1,All Quiet on the Western Front,None,5,1117,0,15.473592,0.805747,0.364249,227031,2,0.747015,0.830669,3820.988562
2165,51299,,1,Letter to a Christian Nation,None,4,319,0,7.684093,0.260844,0.549082,27850,2,0.552141,0.594435,231.157393
2179,1627,,1,Brokeback Mountain,None,0,156,0,2.340857,0.159156,0.742018,8971,2,0.524209,0.546181,22.331657
2186,3590,,1,The Adventures of Sherlock Holmes,None,3,715,0,10.27762,0.577235,0.470874,120193,2,0.634247,0.711664,1148.461688
2188,16297,,1,"Cards on the Table (Hercule Poirot, #15)",None,3,198,0,5.002387,0.186545,0.680921,13280,2,0.531132,0.558615,52.969968
2189,45162,,1,Fingersmith,None,2,454,0,9.174876,0.40369,0.594626,61146,2,0.577633,0.634399,315.882875
2190,10058,,1,Flags of Our Fathers,None,2,329,0,5.481681,0.309686,0.64712,34916,2,0.553952,0.597395,139.278639
2192,1848444,,1,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",None,3,394,0,6.032509,0.366378,0.635564,49206,2,0.566019,0.616637,203.559804
2200,17799,,1,"South of the Border, West of the Sun",None,0,426,0,7.23222,0.372976,0.566617,51293,2,0.572154,0.62611,326.909114
2203,175675,,1,Ragtime,None,2,280,0,4.974084,0.270391,0.687302,26846,2,0.54519,0.582889,88.087799
2206,203805,,1,Vincent Van Gogh: The Complete Paintings,None,1,156,0,3.35989,0.144241,0.657486,7949,2,0.524209,0.546181,59.120727
2208,58027,,1,Alias Grace,None,0,364,0,6.791066,0.3525,0.693609,45824,2,0.560385,0.607756,124.372391
2214,752900,,1,Medea,None,3,326,0,6.766088,0.300982,0.646116,34228,2,0.553408,0.596507,135.362887
2219,13525945,,1,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,None,4,172,0,3.454337,0.147965,0.624031,9177,2,0.526825,0.550918,66.389102
2229,17660462,,1,The Everything Store: Jeff Bezos and the Age of Amazon,None,4,253,0,4.682366,0.200792,0.532656,16980,2,0.54048,0.574896,182.665499
2233,13214,,1,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",None,5,1046,0,12.641156,0.766719,0.378792,207023,2,0.724271,0.809651,3291.083944
2240,34053,,1,Just So Stories,None,3,428,0,8.585802,0.380082,0.595275,54395,2,0.572542,0.626702,266.125377
2241,16981,,1,Invisible Man,None,5,839,0,13.773065,0.671119,0.460165,161767,2,0.665223,0.748372,1554.20749
2242,6340016,,1,Lit,None,2,236,0,4.423504,0.215702,0.63938,17730,2,0.537556,0.569864,84.132174
2248,111222,,1,The Life of Elizabeth I,None,2,161,0,2.67253,0.148626,0.670186,8632,2,0.525023,0.547661,33.659334
2251,32525,,1,Art Through the Ages,None,1,94,0,2.972264,0.074001,0.626859,2740,2,0.514312,0.527827,40.898492
2258,10155,,1,"The Lost World (Professor Challenger, #1)",None,3,441,0,9.867579,0.395558,0.615481,59714,2,0.575077,0.630551,273.948309
2262,53645,,1,Tender at the Bone: Growing Up at the Table,None,2,206,0,4.64382,0.191106,0.699124,14762,2,0.532472,0.560983,42.010301
2264,4894,,1,Who Moved My Cheese?,None,4,626,0,6.370153,0.476091,0.438814,85843,2,0.613735,0.685317,1387.983618
2265,40200,,1,The Crimson Petal and the White,None,0,202,0,3.432721,0.209286,0.747993,15185,2,0.531801,0.559799,33.822776
2272,12555,,1,The Bonesetter's Daughter,None,5,477,0,7.37154,0.433138,0.604663,68645,2,0.582213,0.641208,315.636303
2274,30257963,,1,12 Rules for Life: An Antidote to Chaos,None,4,234,0,3.887117,0.196023,0.562635,15338,2,0.537214,0.569272,125.991521
2276,771332,,1,With the Old Breed: At Peleliu and Okinawa,None,2,273,0,5.874465,0.246417,0.627289,23290,2,0.543961,0.580817,122.969101
2281,773038,,1,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,None,4,231,0,3.276221,0.21076,0.609524,16192,2,0.536702,0.568384,113.450077
2286,3686,,1,Truth and Beauty,None,2,243,0,4.710569,0.223389,0.65677,19311,2,0.538756,0.571936,73.468784
2287,2272880,,1,The Drunkard's Walk: How Randomness Rules Our Lives,None,4,154,0,2.90535,0.144383,0.640014,7540,2,0.523883,0.545589,45.958104
2297,1633,,1,Getting Things Done: The Art of Stress-Free Productivity,None,4,378,0,5.748475,0.281569,0.45904,32708,2,0.563,0.611901,572.62468
2298,22284,,1,Diary,None,0,287,0,5.607476,0.279153,0.695548,28546,2,0.546425,0.584962,86.962099
2302,181206,,1,The 80/20 Principle: The Secret to Achieving More with Less,None,4,103,0,2.78211,0.062026,0.584809,3072,3,0.515568,0.530393,36.438317
2307,133430,,1,Centennial,None,2,317,0,8.075175,0.295086,0.672643,33690,2,0.55178,0.593843,118.175406
2309,6174,,1,Survival in Auschwitz,None,2,376,0,7.363678,0.349068,0.64227,45280,2,0.562625,0.611308,169.759626
2313,7728,,1,"Antigone (The Theban Plays, #3)",None,3,362,0,5.771192,0.342781,0.651857,42593,2,0.560013,0.607164,158.484153
2316,23692271,,1,Sapiens: A Brief History of Humankind,None,4,796,0,8.397578,0.577144,0.385531,121986,2,0.654144,0.735642,2477.209361
2318,148821,,1,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,None,1,137,0,2.656763,0.117452,0.585015,5450,2,0.521135,0.540557,58.598736
